text,author,likes,replyCount,encoded
He is clearly delusional!  Will never happen!  This is Palestinians home land and he thinks he is going to just displace the people and build something no one wants but him .,@marthatahir2865,0,0,"[0.019336173, -0.0774748]"
будет ли ролик от хамас ? как похорошеет омерика.,@odin_mole,0,0,"[-0.055919807, -0.015390656]"
it's hilarious😂,@alejandromalla,1,0,"[-0.039167743, -0.010864695]"
"Thank you, Donald for maintaining your stupidity so that we can definitely mark you down as the worst president. The United States has had not once but twice.😊",@TenaciousDmitchell,0,0,"[0.032080427, 0.014630915]"
I actually kinda like the song its catchy,@nicholaswechsler9150,1,0,"[-0.07776743, -0.02107941]"
"So, peaople of gaza ware fighting not to be under any ones shoe and to be separate nation (i still think that their war and prewar crimes ware horrid and they should be punished)  and now, the will be trmup gazians instead of Palestinian.",@mumlum9057,0,0,"[0.01067215, 0.023362713]"
This is awesome!,@sporktape,1,0,"[-0.06341042, -0.007344056]"
FREE PALESTINE🇵🇸🇵🇸,@Barbar_os,2,0,"[-0.018142898, -0.02604234]"
"""I don't want to sound cute or be a wise guy""--Donald, you'll never sound cute and you'd never cut it as a wise guy.",@lisabrooks9362,0,0,"[0.020065993, -0.05517756]"
"Looks great, go for it Mister President, i like your vision.",@----jiz7048,1,0,"[-0.037022565, -0.025246302]"
Utterly disgusting.,@B-cf3bq,6,0,"[-0.019213956, 0.008887496]"
Hat,@PatCummins-p7c,1,0,"[-0.012955615, -0.06496664]"
Trump will take over Gaza,@JK_87606,0,0,"[-0.020556705, -0.0327654]"
America is on  autopilot mode,@l2sunshine173,2,0,"[0.029320262, 0.011931066]"
why do the women have full beards?,@juanrichel6171,1,0,"[-0.011325194, -0.029714761]"
Why do the female dancers at 00:15 have beards? This can only mean two things: either the Trump guys have secretly a heart for trans people  or this video has been assembled with the same meticulous care for detail typical for all of Trump's actions.,@mikeyanagita5469,0,1,"[-0.020348933, -0.0562405]"
0:14 these women have beards... or better said men heads.,@DontKnow-hr5my,0,0,"[-0.021192273, -0.07895106]"
"OMG, I LOVE IT!!! ❤😂❤😂",@Shineon83,1,0,"[-0.062792316, -0.033962164]"
CREEP,@davidsonjt,1,0,"[-0.042758897, 0.0031019899]"
Does he have dementia??,@tytyguy1able,1,0,"[0.063745044, -0.023536174]"
Guardian Chief editor had a meeting with top I D F  staff one month into the  G E N O C I D E. Guardian = controlled opposition. Boycott Gaurdian.,@Felix-s9z7i,0,0,"[-0.023709157, -0.051732566]"
GREAT VIDEO,@imamyousomtimes,1,0,"[-0.051428888, -0.02149455]"
And people thought that King George III was mad?,@keithryder6978,0,0,"[0.00042929887, 0.02464221]"
The song and ad is awesome!,@DesertEagle530,2,0,"[-0.0431012, 0.006806669]"
Great.,@----jiz7048,0,0,"[-0.035334405, 0.028102655]"
"0:20-0:21 and one more thing,WHAT IS THIS?!?!",@amirizzuddin5368,0,0,"[-0.038398847, -0.039790638]"
"My deepest, heartfelt sympathy .... for those who don't get the joke.  Reading the comment section you have to wonder how much of it is self projection...",@alainvosselman9960,3,0,"[0.04391641, -0.01554665]"
0:14 those women with beard is most American think ever,@Amen6magi,0,0,"[-0.0020219237, -0.041725967]"
You all just got trolled by the GOAT!!!!,@steveblatt171,0,0,"[0.008283014, -0.03868554]"
Can I go to the real timeline now?,@Therealtom1,0,0,"[-0.005953714, 0.012591741]"
Haha very funny guys. ok now where are the cameras?,@Therealtom1,0,0,"[-0.06255198, -0.032577213]"
And people still think he is a christian,@garvitkumar4038,0,0,"[0.0110796485, -0.03681483]"
😂😂😂 love it 👏👏👏Brilliant idea 👌,@Annah-ek3rq,2,0,"[-0.057937227, -0.019224836]"
I think his political opinions all revolve around the maximization of golf courses,@TyeMaynard,0,0,"[-0.039017677, -0.03590986]"
Waoooooow...(Based Based Based Based),@levelfive7662,0,0,"[-0.029637942, -0.04567833]"
Sick to the core,@sammak5507,1,0,"[0.0047239806, 0.049290907]"
"hahahahaha look at all the pearl-clutching moralizers FREAKING out, the 4chan president strikes again 🤣😂",@-TriP-,0,0,"[0.0008386272, -0.032676246]"
Pro-Palestinians getting mad at this show they have no sense of humor. 😄,@psykofreac9188,0,0,"[-0.023064729, -0.041916497]"
"As a Trump supporter, I do not support this.",@jakeusaf9401,1,3,"[0.0020628374, -0.021072656]"
"Sad day for satire, because ""reality"" is doing satire's job already...",@GeniDane,0,0,"[-0.024483131, -0.016595768]"
This is insanity,@amaryaamar,0,0,"[0.029937375, -0.021073606]"
This can't be real. But it is,@aynurbalagazade2507,0,0,"[-0.024289558, -0.012700672]"
“This is something that could be so ba-so magnificent.” Trump almost slipped up and said what he really meant about it being so bad.,@MeganS-g3x,0,0,"[0.034319405, -0.004175805]"
I thought this was a joke or meme of some kind. This man is serious? Someone okay'd this add? So this was his goal. To build a Trump resort. I'm done.,@Simon_Electric,1,0,"[0.008917574, -0.036730852]"
I will never have been keep dreaming,@magednuman,0,0,"[0.007749787, -0.027797313]"
Trump Gaza best Gaza!,@neverstopschweiking,1,0,"[0.012196778, -0.061462358]"
Will no one rid us of this pestilence?,@k2k273,0,0,"[-0.030436728, -0.002763541]"
Did he delete this from his twitter account?,@dreamybullx1,1,0,"[0.011481804, -0.014355646]"
The giant gold statue tells you all you need to know.,@mattnewman1968,310,10,"[0.0067210165, 0.03701265]"
The song is catchy.,@coolspider295,1,0,"[-0.06660988, 0.037172947]"
You wanted Trump. you got it…! 🤓,@Tocesz,2,0,"[-0.0052530533, -0.0009801984]"
Make Gaza great again! That's what you voted for right?,@MischiefMagnet,0,0,"[0.0008670828, -0.02031376]"
And now we know why Trump needs the gold from Fort Knox.,@gulasz100,0,0,"[0.01745249, -0.00825916]"
XD how it is possible that US gov is so unhinged,@asada1024,0,0,"[-0.026783632, -0.0350304]"
I'd rather live in the present Gaza than Trump's Gaza,@cardboardchewer,2,0,"[0.003762697, -0.040272325]"
israel planned October 7th,@finlayrichardson2803,2,0,"[0.014910595, -0.016331168]"
"The only explanation could be that he is senile, otherwise this is not just absurd, it's frightening as it's coming from a man with great power in his hands. Happy I'm a European right now and really worried about my US friends",@mariyakosturska4264,0,0,"[0.015009538, -0.048689984]"
Oh FFS x ♾,@kittynibblets,0,0,"[0.0053453115, -0.0063525257]"
Maybe the ppl who vote trump should seem the pass,@Matpipe3,0,0,"[0.034147214, -0.018681036]"
"Tomorrow they will like Greece, the day after Malta, and after that Cyprus, etc...when will people put their foot down once and for all and end colonization and genocide forever? I am beyond sick of expecting better of us as a species. We can not allow this to keep happening...Empathy for each and every human is necessary because tomorrow, this could be any of us...on any given piece of land.",@o.a-b7212,1,0,"[-0.020420153, 0.03254269]"
Beyond Disgusting!,@Nara-cd2jd,1,1,"[-0.037936386, -0.00071524974]"
"It was Feb 2025 ,the year when the US fell  .....",@TyWerks,1,0,"[0.07762188, 0.018476818]"
"it's a top/down battle guys, not left/right...lest you all forget that.",@o.a-b7212,1,0,"[0.03758495, -0.06867666]"
I'm literally shaking. I'll be busy all days writing furious entries in my diary,@arispaparis,1,0,"[0.021833872, -0.05511042]"
"Its nice to see the president is adapting to meme culture. Too bad the left cant. Trump can troll? Oh, the agony",@co3koolkid,2,0,"[-0.026662748, -0.04918215]"
Haha .. my Advise for you trump .. fix ur country first .. there is too much Areas in ur country damage,@Humanity_first.005,0,0,"[0.013782228, -0.02022733]"
This is vile beyond description.,@joanbyron6720,1,0,"[-0.032382358, -0.0131955845]"
My favourite part is the bikini ladies with beards dancing on the beach,@swampybwoy,0,0,"[-0.036724597, -0.020425642]"
Amerika'daki oe,@UtkuANDoyuncaklarıamahangi,1,0,"[-0.0022490234, 0.032810815]"
Amerika'daki oe,@UtkuANDoyuncaklarıamahangi,1,0,"[-0.0022490234, 0.032810815]"
America is doomed,@Boltausgames,2,0,"[0.019550225, 0.010859049]"
My ma loves trump but she never mentions when he does weird sht like this,@amberadams2935,0,0,"[-0.021044947, -0.024487779]"
😂😂😂,@kennyryan625,1,0,"[-0.010790561, 0.037765387]"
turn up the volume loudly 👊💪,@Lvlc454,1,0,"[0.009144856, 0.0050972058]"
Kamala would never,@aaliyahkassim9142,0,0,"[0.051867783, -0.013688458]"
Golden Calf anyone?,@Donnell-c4z,2,0,"[0.023500247, 0.0027696576]"
It must be a troll video. Surely to goodness I has to be.,@Bobby3-x4u,0,0,"[-0.013524699, -0.010335593]"
Eh?!?,@shafsterk88,0,0,"[0.02358501, -0.08589568]"
"Oh, Americans, what have you done to this world...",@annagdula1889,4,0,"[0.015877634, -0.012588714]"
The genocide coalition has lost its mind! The indigenous native Gazans will never surrender to white settler colonization of their native lands.,@waheedtahan2428,1,0,"[0.018586883, 0.010230803]"
"An embarressment to humanity, whats left of it",@fullstons,2,0,"[0.032672618, -0.016143396]"
I don't want to live on this earthly plane anymore,@kemcolian2001,0,0,"[0.047230188, -0.014004189]"
There are building paradise on the bones of 18000 children. This is disgusting. Please stop inhuman being.,@Al_vi_na123,2,0,"[-0.008619503, -0.024867347]"
What a joke of the president of the USA,@ksriparna,0,0,"[-0.005588343, -0.022583745]"
I just find it funny that trump shared a video with belly dancers with beards,@ulfrmolette1043,0,0,"[-0.062314592, -0.045869563]"
Awesome❤ from Bangladesh,@geropoint791,0,0,"[-0.05886026, 0.0076715336]"
Cringe,@el7o,3,0,"[-0.027193978, -0.016635347]"
"PMSL, this is brilliant, outstanding AF. Every Guardian reader must watch this and post YouTube videos of themselves having a hissy fit.",@makinganoise6028,0,0,"[-0.02038673, 0.01738771]"
U.S.A 🇺🇸🦅💪ISRAËL 🇮🇱❤🌹,@ZinouBrahimi-s1e,5,0,"[-0.02019858, -0.015701381]"
Billionaires and millionaires in politics are only there for themselves.,@goatculler,0,0,"[0.024003925, -0.015556611]"
Trump Gaza Casino and beach resort  soon😮.,@aloysiusprasetyo3737,1,0,"[-0.03594267, -0.03985881]"
Shouldnt the headline be Guardian News Shares Bizarre AI generated video of Trump Gaza.,@Heilviceivar,0,0,"[-0.026868833, -0.018932113]"
Disgraceful and sickening. So callous it's off the scale. Sad day,@BrooklynBellRoss,30,0,"[0.014360584, 0.042190168]"
The beat is quite sick ngl,@yxxx2790,2,2,"[-0.07613231, 0.0039793313]"
"Sick and disgusting, no words to describe this.....",@nanonano9728,0,0,"[-0.00698543, -0.0045296694]"
"That's too funny. I hope Elon make America Better. Americans don't worry, trump is just a poster boy, real reason I am trusting the future is Elon knows how to make things work. Soon we might have actual flying cars.",@nitishhaldar2567,2,0,"[-0.012068064, -0.03479767]"
Its the bearded dancers for me😂😂,@junit1123,3,1,"[-0.05187001, -0.047214456]"
Palestine got to move out of Gaza or this will continue or history repeats itself as Egypt went to war in Gaza and Jordon    now Israel,@michaelnorthey3108,0,0,"[0.03720155, -0.04313868]"
"Größten, wahnsinnig",@mr.a.oldschool6495,0,0,"[0.026532799, 0.027924499]"
Europe happily takes on refugees from the US😂,@anjac3645,1,0,"[-0.018573727, -0.07426607]"
"I like it such a dichotomy to the waring Hamas/ Palestinians. Like him or hate him, flagrant & “not backward in coming forward”; the video epitomizes all that is Trump! Where lucky in that we can laugh @ it but many can’t, Lol!",@deanjericevic8912,0,0,"[-0.066877976, -0.04276152]"
I wish people would realize there is more to life than the ignorance and immaturity that we currently call politics,@PiaLoveBSNRNCCBTP,0,0,"[-0.045684814, -0.0034131014]"
Sick,@anjac3645,0,0,"[0.0083169285, 0.03352363]"
Everyday it’s something bizarre,@Macdaddy.,1,0,"[-0.008459886, -0.015939545]"
Hes crazy,@jazzydude,0,0,"[0.017458571, -0.018217688]"
The video reminds me of the mocking videos the IDF posted of themselves blowing Gaza up. Cruel.,@Lynn-i2w,1,0,"[-0.06968575, -0.01447878]"
"""I dont wanna be a wise guy. "" Buddy, you are actively shaking down the Ukrainian president for your protection money. You are a mobster.",@weggooi9177,0,0,"[0.010930918, -0.026042456]"
"Verschieden Ärzte haben Trump auch vor der Wahl schon eine gestörte Persönlichkeit attestiert...Das die Ärzte recht hatten, erlebt man jeden Tag aufs neue.",@stingray7275,1,0,"[0.07269798, 0.02349438]"
😂😂😂,@umidabdullaev3021,1,0,"[-0.010790561, 0.037765387]"
What a lovely vision for Middle East lets hope president Trump gonna deliver this project that could be TUI top sell in 2030,@bartekjasinski2626,0,0,"[-0.0153638, -0.00971584]"
Threw up in my mouth,@megsovegso,0,0,"[0.034132633, 0.018235894]"
Turning the ragebait up to 11.,@davidbean6973,0,0,"[-0.015348581, -0.05203738]"
❤❤❤❤❤❤,@loribee5130,0,0,"[-0.010790561, 0.037765387]"
I hope it’s a bad joke from Mr. president,@Maximus63591,0,0,"[0.018414874, -0.03896616]"
Someone from the avengers 100% changed smth in the past because THIS IS DEFINITELY A NEW TIMELINE WE DIDNT ASK FOR,@Couldntfindaname111,1,0,"[-0.00036261074, -0.025486244]"
What a joke,@obz1357,1,0,"[0.02107289, -0.026921354]"
What about slums in the US 😡 Fix USA.,@jennyl.2689,0,0,"[-0.0019559038, -0.028471239]"
Are those bearded  men ?? Is this Gaza’s or the apocalypse.,@tommylikes4511,2,0,"[0.0006074079, -0.040571894]"
Goofy comicbook supervillain behavior. Living in the dumbest timeline.,@insight1428,1,0,"[-0.021670286, 0.02021092]"
@0:14  🤨,@shoahkhan5670,0,0,"[-0.010346461, -0.03073615]"
🇺🇸❤🇮🇱,@JeraldKennedy,0,1,"[-0.010790561, 0.037765387]"
😍😍😍🇮🇱 🇮🇱 🇮🇱,@nirdegoo,1,2,"[-0.022437653, 0.04679881]"
We truly are in a cyberpunk dystopia,@joemama-jd8bg,0,0,"[0.007009781, 0.01922288]"
It’s hilarious how Trump posted an AI video that depicts him being even fatter than he actually is in real life,@Jree6700,1,0,"[-0.03246712, -0.028438853]"
Evil evil evil,@suf6716,2,0,"[-0.013670597, -0.058038652]"
Biff tannen timeline,@Wafflestomp229,0,0,"[-0.0034186607, 0.022528002]"
But who posted the video,@OOJeZTER,0,0,"[-0.011404889, -0.012633666]"
"This was exactly what I needed, thanks!",@IsabelTran-c5r,0,0,"[-0.023140773, -0.038954306]"
A shoo-in winner for - Most Despicable World Leader of the Year 2025! Let’s go - TIME Magazine- I dare you!,@carloscansing2259,0,0,"[-0.014024097, -0.025404211]"
😂😂😂🤣🤣🤣🤣🤣🤣🤣,@wt9653,1,0,"[-0.010790561, 0.037765387]"
Love it❤,@redindigo123,1,0,"[-0.06704862, -0.025600817]"
Why do American-style rap and music videos always make it hard to distinguish between druggies and rappers alike? I'm really wonder about it.,@GO-zh8if,0,0,"[-0.07877288, -0.06243294]"
😝😝😝👌👌👌👌👌🏆🏆🏆🏆🏁🏁🏁🏁,@jaychandrakb3602,0,0,"[-0.010790561, 0.037765387]"
0:15  😂 😂 😂 😂,@AHas-rh4qs,1,0,"[-0.03378576, -0.020205809]"
Idiocracy Sequel,@keitos18,0,0,"[-0.069927976, 0.0144110285]"
Isreal won this war,@RastamanD974,0,1,"[-0.024045607, -0.036862552]"
This is why I love Trump. People were ignorant of Gaza when Biden was president. Trump didn't even notice the bearded belly dancers!!! 😂,@SkullyTheHypnoSkull,0,0,"[-0.03852885, -0.058199003]"
So catchy.,@octobersun221,0,0,"[-0.063898, 0.036106724]"
"This is from 9B, we dislike this video. We dislike Donald Trump even more. He is built like an orange. Get out Donald Trump.",@CameronMcCowan-w3h,0,0,"[0.0060326527, -0.02441956]"
😂i like thqt,@zackcarl7861,2,0,"[-0.044293262, 0.0025133812]"
Love it ❤,@javidyavari9519,0,0,"[-0.05923171, -0.02078783]"
I don’t understand how he won,@CLOWTISMS,0,0,"[0.012422196, -0.028719304]"
500 billion of our tax money for this?,@mikemiller0420,2,0,"[0.039881, 0.010176156]"
Disgusting blasphemy!,@mikeeverett6774,0,0,"[-0.014159032, -0.0059346133]"
It's funny but in a South Park kind of way,@nikolaichenko3074,0,0,"[-0.04132348, -0.02381314]"
I CANT WAIIIIIIIT!!!!!!!-ricky,@BiggyRickyAwesome,1,0,"[-0.016896999, -0.019142745]"
Lord hold our hands while we stomach this mad age.,@OYEntertainment,2,0,"[0.0034500957, 0.016583713]"
Trump will get his hands on the gas fields off the coast of Gaza. That's all. He will take over every foreign country for his benefits and make money while he cuts off anyone else.,@peppermintgreen4821,3,1,"[0.0007713605, -0.0048722248]"
Trump Gaza number 1 🎉🤑,@asdasd-os5vk,0,0,"[0.0125223, -0.018979128]"
"You are dreaming, kid",@marwanlat3203,0,0,"[-0.012384051, -0.039410725]"
The best resort in the Mediterranean: Trump Gaza.,@d9637568,1,0,"[0.00018983161, -0.05643751]"
Just so farfetched and nothing to do with reality.,@RedandBlackS10,1,0,"[0.012149073, 0.007041079]"
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@Tweenky_TV,1,0,"[-0.010790561, 0.037765387]"
"We did it to North America, we can do it anywhere! - America Man....",@superfuss1984,0,0,"[-0.020922488, -0.011385598]"
Gaza? He won't fix the homelessness on streets in America?,@CCSiggy-zg1rg,2,0,"[0.035970602, -0.04529218]"
Nebuchadnezzar in the Book of Daniel chapter 3. 📖,@Simba______,2,0,"[0.015840545, 0.028292453]"
Trump's team is trolling you and you fall for it.,@laughingvampire7555,0,0,"[0.031362105, 0.0070210337]"
hahahah this video is amazing. Thank you AI 🤣🤣🤣,@SigmaSaint78,1,0,"[-0.03887761, -0.049758136]"
😂😂😂😂😂😂😂😂,@Rafarafraff,3,0,"[-0.010790561, 0.037765387]"
Trump gaza!,@JDDizzle19,1,0,"[0.0044591245, -0.041631024]"
Increíble 🤯 🤯,@vibrusi,0,0,"[-0.04963968, -0.005146354]"
This is fire tho,@Craterbon,1,0,"[0.006598877, -0.036421772]"
Love it. Next UK!,@zugul,1,0,"[-0.09436445, -0.014587216]"
Guys this is prophecized!!!! There shall be no golden statues. We must stop this,@vince8005,4,0,"[-0.021079017, 0.00783995]"
I love it,@HUMPDTY,1,0,"[-0.076357424, -0.0186712]"
Reality is if it weren’t for religion thats how Gaza would be.,@gregstewart5081,0,0,"[0.018706582, -0.026931621]"
What are those guys with beards and dancing on women's dresses ? Are they trans or what ?,@TanvirAlif,4,0,"[-0.048607066, -0.0062959553]"
I threw up in my mouth a little watching that…,@SamIAm_04,4,0,"[-0.0011155647, -0.03577698]"
lol now this is epic,@lordsneed9418,2,0,"[-0.04929383, -0.045324948]"
"This is so disgusting. I'm ashamed of my so called ""leaders.""",@markonfilms,5,1,"[-0.020584278, -0.020535503]"
Now I wish the kid who tried to off trump didn’t miss,@Lewis-hy8hd,5,2,"[-0.00077502703, 0.0050114403]"
As if dTrumph cannot be any more disgraceful,@bradlannon,1,0,"[0.023536652, -0.026246032]"
OMG! TRUMP has actually lost his mind! I want to gouge my eyes out because I can't unsee it! What a joke...,@CarolineBoudakian-g5k,3,1,"[0.03200855, -0.036140814]"
W,@FAZEDNEWS69,0,0,"[0.018912256, -0.010787911]"
"Getting Saddam Hussein vibes from that massive gold statue.  Say what you will, Donnie always keeps it classy 🤭🤣",@mirfjc,4,0,"[-0.0041000643, -0.044928562]"
That was the worst music video I've ever watched,@haru-q3p,0,0,"[0.0017726723, -0.07189859]"
This is sick,@cptkroger,2,0,"[-0.014079688, 0.011665584]"
While I agree a new vision is needed this is so unfunny and poor taste is an understatement,@junineschoen4373,0,0,"[0.008701096, 0.014102534]"
Why do the women at 0:14 have beards 😂,@Ian_Hawke99,4,2,"[-0.020560468, -0.041312087]"
On the same night he passed a bill to benefit the ultra rich… distract and conquer,@Mo0n1111,0,0,"[0.00050910667, -0.049278345]"
Why do the beach belly dancers have full beards?Out of control.,@danmcnamara3287,0,0,"[-0.022042753, -0.0031666853]"
😡,@FAEZ_ICBM2,0,0,"[-0.010790561, 0.037765387]"
The only thing worse than this is Trump actually thinking this was something he should post!,@dadada486,42,0,"[0.0012463, -0.023441156]"
"Ah, this is the timeline in which the back to the future bully becomes powerful",@vicomtedemousson5324,1,0,"[-0.06620124, 0.010884544]"
This is what happens when know nothing know it alls take over..we are doomed😢,@arthurlawrenson,2,0,"[0.022386277, -0.042357363]"
"Loved the content, keep it coming!",@DerkXo-d9o,0,0,"[-0.05888213, -0.019637495]"
Dreaming,@ikramkhan7484,0,0,"[-0.025532274, -0.0014634794]"
Trump Gaza #1 😂😂😂It's catchy,@Lrxxx321,1,0,"[-0.047404043, -0.006122833]"
"As portas do inferno foram abertas, é o fim do império",@esmeraldafabriserralvo8120,2,0,"[-0.019432176, 0.022724465]"
Where was Putin?  Why wasn't he in the video?,@tbash69,0,0,"[-0.007495939, -0.064587444]"
I can't wait for South Park season 28...,@itsriversnow,0,0,"[-0.030933594, -0.033849176]"
This is not the era I expected to live through…,@ElphabaThe2nd,1,0,"[-0.0045411894, -0.039086647]"
Awesome.,@ivorkovac303,0,0,"[-0.059276823, 0.008560549]"
Won't do USAid unless it's USAnnexation.,@tommie3700,1,0,"[0.021175895, -0.062368643]"
Enjoy the movie folks    🐸👌...🍿,@denverdog44,0,0,"[-0.011652445, 0.0009749757]"
🤡,@MackanxXx,1,0,"[-0.010790561, 0.037765387]"
"Hilarious troll by Trump.  Surely no one's taking this seriously.  If you are,  get some help.",@dogpoofairy2517,4,1,"[0.015661884, -0.041526135]"
Gaza is The 52 state .  US army get ready.,@waichoi,1,0,"[0.040868267, 0.01130786]"
It's obviously a joke.  AI is hilarious.,@ChuckHolland-i4b,0,0,"[0.00043419946, -0.029201848]"
You know you want it. TRUMP FOR WORLD PRESIDENT,@BigG87,0,0,"[-0.011448336, -0.0042263623]"
In your dream,@FadB-f5w,1,0,"[-0.013030571, -0.0056799217]"
What did i just watched?! Geez...,@justusjonas2441,0,0,"[0.022928612, -0.059604183]"
"So...Trump shares this.....does he know that by the time Gaza looked like this he would literally be like 130 years old, and DEAD?",@DavidEkstrom2025,1,0,"[-0.0076174727, -0.03669564]"
Bro became sadam hossain,@wolfmelody2787,1,1,"[-0.025423238, 0.011073672]"
❤ too all these people that comment even tho the subject that brought us here was awful i feel safe reading the comments,@illuminated_destiny,0,0,"[-0.016776402, 0.0066520986]"
"What lack of character and contempt for humanity can bring such cynicism into the world, while mothers are mourning their dead children in the bomb ruins of their houses!!!??? This is a disgrace for all of humanity!",@josefhasenoehrl,106,0,"[-0.039354026, 0.0014354489]"
Looks like a trailer for GTA 6 lol,@Seal-v5k,1,0,"[-0.050193362, -0.0229705]"
This is so hilarious,@Uomo_Universale,0,0,"[-0.027350526, -0.023569342]"
"""Their heart is divided; now shall they be found faulty: he shall break down their altars, he shall spoil their images.""Hosea 10:2, KingJamesVersion",@tjipjoustra4359,2,0,"[0.087139755, 0.019648707]"
I anyone else noticed that the two ladies dancing on the beach right after Elon eating have beards?😂😂😂😂😂,@ameliaarnold6815,1,0,"[-0.008551652, -0.04775034]"
🤣😂👍👍👍,@AndrésContreras-w2d,1,0,"[-0.010790561, 0.037765387]"
😮😮😮😮This is so bad... he almost told the truth. 😮,@taresandwheattarotshow1618,0,0,"[0.040459704, -0.010956824]"
It's Spanish shame.....,@liudmylazaiets8293,0,0,"[-0.03320841, -0.03936813]"
with love from north korea,@ivanbondarchuk9360,0,0,"[-0.0022434134, -0.029493716]"
"I like how trump is with the women , Elon eating food 😂 the song is catchy! I believe that Trump could totally transform Gaza",@ameliaarnold6815,0,0,"[-0.03903453, -0.06999173]"
"Bahahaha, they're all driving Teslas.😂",@adolfmcduck1265,2,0,"[-0.02101254, -0.018987378]"
"In the book of Daniel , King Nebuchadnezzar  had a golden statue put up just like this one.",@1of123,3,0,"[0.024490163, 0.037143145]"
I just threw up in my mouth.,@cameraz99,2,0,"[0.033832084, 0.0040427423]"
this hits to hard,@mitchellwilley7208,1,0,"[0.021932263, -0.037078135]"
I firmly believe I’m living in a matrix or another dimension now. This can’t be real life,@ell3655,1,0,"[0.042054355, 0.008001025]"
"Trump Video horrible and very disrespectful as a  Christian it sickens me !  Thousands of people have died men, woman , children on the both sides  the video is beyond pathetic !",@VikingsFan-iu5kq,1,0,"[-0.016882734, -0.0296999]"
😍😍🙏🙏🥰🥰🥰,@wallrads,1,0,"[-0.010790561, 0.037765387]"
Nebuchadnezzar much?,@bbarnett7667,1,0,"[0.007037791, -0.041190032]"
Trump Gaza #1 🤗🤗,@Alster763,1,0,"[0.012715136, -0.020499632]"
This is sickening!!!!,@saffietje,0,0,"[-0.010495006, -0.009622199]"
Trump is the “Little Horn” of scripture 👹,@Carolina-4JC,0,0,"[0.046739865, -0.044527434]"
That video is so sick!!! TRUMP GAZA #1,@JP-eo8xb,0,1,"[-0.0072850166, -0.021218253]"
Mr.Trump power player ✊️ New alliance dawning 🇮🇳🇮🇱🇺🇲,@Anomalosee-d4d,2,0,"[-0.045326665, -0.03484343]"
"Palestine will always remain a middle eastern country belonged by Palestinians. Not an American President and definitely not its spoiled child Israel, will take it. Not so dear usa try staying there away from middle east and Europe and try minding your own business",@nad9695,0,0,"[0.005722552, -0.022524921]"
Celenza’s videos are always cooler than this,@sbrechegno,0,0,"[-0.040102214, -0.012865294]"
That actually looks nice,@magiccarp3710,0,0,"[-0.05364666, -0.005229953]"
Are Americans proud?,@Gigahind.5,1,0,"[-0.024462188, 0.0030509161]"
Omg this came from trump ... i though some kid made an Ai video as a joke and posted it on yt shorts,@MikeMW87,0,0,"[-0.03246954, -0.041626822]"
"I'm sure he realizes that he's not talking to investors for a new Trump Dump, but to the entire planet.  He's acting like this is a real estate deal for himself when it's supposed to be about rebuilding homes for the people whose lives have been destroyed by the Convict's buddy Netty.",@michaeljmcgee8800,0,0,"[0.011072984, -0.012642447]"
That will be great,@_wizard_071,0,0,"[-0.022182308, 0.03294161]"
WTAF?,@onanthebarbarian9883,1,0,"[0.017076021, 0.028252667]"
A gold statue of trump ridiculous,@susanbutler6895,0,0,"[0.005852588, -0.00074632285]"
I just vomited  a little,@abigailpankhurst7386,0,0,"[0.010300023, 0.0037514095]"
Trump is incarnation of Reynald Chatillon ( Reynald planned to destroy of   holy places in Mecca ),@ArturCeltycki-oz4re,0,0,"[-0.0327731, -0.031416055]"
Zion Don strikes again,@IuliCobbler,0,0,"[-0.0066295196, -0.043486197]"
Y’all are so angry 😂,@GamebossUKB,2,1,"[0.03078616, -0.029222267]"
Miami vice moving to gaza,@Hair-n8g,0,0,"[-0.01845734, -0.064568855]"
Bizarre,@jimmyl324,0,0,"[-0.01596718, 0.009913652]"
Idiocracy,@AcidGubba,0,0,"[-0.062498566, 0.021213459]"
Matrix,@agnieszkagil9130,0,0,"[-0.018445991, 0.061063882]"
"Great tips, thanks for sharing!",@RasoaWafula-q1s,0,0,"[0.029596541, -0.027099028]"
This is proof of his total disregard for human life.,@Jamminmotorking,3,0,"[0.00022871695, -0.014238857]"
"He aimed at a kingdom, he got a revolution, what an ignorant, story repeating",@JesuisIamEstoyyoSonoIoIchbin,0,0,"[-0.10814254, -0.0102975555]"
🔥🔥🔥🔥,@Jan-yl2oj,0,0,"[-0.010790561, 0.037765387]"
He and/or his councellors have gone mad!,@mirjahmlinen2698,0,0,"[0.022132587, -0.013034403]"
Imagine 😢Trump wanted to displaced the Poor people of gaza for making the hotspot of  nude dance with girl... WaahWhat a barbaric mind occupied he is...!,@abdulwahid8491,2,0,"[-0.0061675897, -0.04597938]"
I think Trump's idea of turning Gaza into a giant resort is terrible.  Palestinians are not animals to be removed so that other people can take their place.,@richardmohr9428,1,0,"[0.0014416792, -0.019370763]"
😂😂,@daluve-hi5yi,1,0,"[-0.010790561, 0.037765387]"
This is disgusting,@applguyz,1,0,"[-0.037674345, 0.002686592]"
Im not sure at 0:14 wheter the people there want to have bearded women,@frankop3857,0,0,"[-0.04204347, -0.063655496]"
Utterly repulsive,@judithdavidson2356,1,0,"[-0.025491232, 0.00734726]"
WTH???????😮😢,@Kingdomgirl757,2,0,"[0.01614083, -0.05554814]"
